city,state,latitude,longitude
Wessington Springs,SD,44.07916,-98.56954
West Acres Development,SD,43.54609,-96.86644
Waverly,SD,44.99858,-96.97174
West Britton,SD,45.79218,-97.83788
Westport,SD,45.64886,-98.49704
Westreville,SD,42.92416,-97.02338
Wetonka,SD,45.62525,-98.76788
Wewela,SD,43.01056,-99.78095
Wheeler (historical),SD,43.15833,-98.84259
White,SD,44.43469,-96.64977
White Lake,SD,43.73027,-98.7137
White Rock,SD,45.91663,-96.57174
Williams Subdivision,SD,44.9583,-97.16563
Willow Lake,SD,44.62747,-97.63703
Wilmot,SD,45.40857,-96.85785
Winfred,SD,43.9972,-97.36229
Winner,SD,43.37667,-99.85901
Winship,SD,45.92275,-98.51871
Wolf Creek,SD,43.34749,-97.62368
Wolsey,SD,44.40776,-98.47482
Woonsocket,SD,44.0536,-98.27564
Worthing,SD,43.32915,-96.76283
Yale,SD,44.43387,-97.99009
Yankton,SD,42.87111,-97.39728
Zell,SD,44.89692,-98.72843
Adamant,VT,44.32922,-72.50289
Adams Landing,VT,44.73615,-73.33208
Addison,VT,44.08867,-73.30262
Albany,VT,44.73088,-72.37983
Albany Center,VT,44.73672,-72.34955
Alburg,VT,44.97504,-73.30013
Alburg Center,VT,44.95365,-73.26985
Alburg Springs,VT,44.99198,-73.22291
Alburg Travel Trailer Park,VT,44.96226,-73.24819
Alfrecha,VT,43.56424,-72.97261
Algiers (historical),VT,42.81675,-72.5662
Alpine Village,VT,44.06867,-72.83428
Ames Hill,VT,42.8548,-72.68759
Amsden,VT,43.40591,-72.50592
Andover,VT,43.2773,-72.69676
Arlins,VT,44.92282,-71.5112
Ascutney,VT,43.40702,-72.40703
Arlington,VT,43.0748,-73.154
Athens,VT,43.13369,-72.56787
Avalon Beach,VT,43.64007,-73.22511
Averill,VT,44.9981,-71.71037
Baileys Mills,VT,43.29785,-72.60481
Bailey Mills,VT,43.50535,-72.56982
Bakersfield,VT,44.78199,-72.80291
Baltimore,VT,43.36035,-72.57315
Baptist Hill,VT,44.442,-71.72398
Barnard,VT,43.72868,-72.61899
Barnet,VT,44.29701,-72.04926
Barnumtown,VT,44.20811,-73.16345
Barnumville,VT,43.1898,-73.02121
Barre,VT,44.19701,-72.50205
Barton,VT,44.7481,-72.17621
Bartonsville,VT,43.22563,-72.53565
Beanville,VT,43.91451,-72.28093
Beartown,VT,43.1898,-73.12955
Beattys Four Corners,VT,44.93949,-72.86236
Beaulieus Corner,VT,44.94671,-73.01569
Beecher Falls,VT,45.0081,-71.50786
Beebe Plain,VT,45.00532,-72.14066
Beldens,VT,44.05117,-73.1754
Belmont,VT,43.41563,-72.82232
Belvidere Center,VT,44.75005,-72.69123
Belvidere Junction,VT,44.73699,-72.74263
Bellows Falls,VT,43.13341,-72.44398
Bennington,VT,42.87813,-73.19677
Benson,VT,43.70701,-73.31123
Benson Landing,VT,43.7284,-73.36762
Berkshire,VT,44.97171,-72.77541
Berlin Corners,VT,44.21006,-72.57594
Bernard J Leddy Park,VT,44.50394,-73.25763
Bethel,VT,43.8334,-72.63399
Billings Mobile Manor,VT,43.59201,-72.95955
Binghamville,VT,44.67505,-72.92347
Bridport,VT,43.98506,-73.31262
Blissville,VT,43.59312,-73.22983
Bloomfield,VT,44.75394,-71.63231
Blue Ridge Acres,VT,43.63396,-72.96205
Boltonville,VT,44.1709,-72.09981
Bomoseen,VT,43.64368,-73.19872
Bolton,VT,44.37283,-72.88068
Bondville,VT,43.1448,-72.87565
Bordoville,VT,44.84338,-72.81874
Bouplon Corner,VT,42.9948,-73.2665
Bourne Brook,VT,43.17369,-73.04677
Bowlsville,VT,43.44785,-72.85205
Bowman Corners,VT,44.57366,-73.05708
Bradford Center,VT,44.01312,-72.17065
Bradford,VT,43.99257,-72.12898
Bragg,VT,43.71979,-72.33898
Braintree Hill,VT,43.96951,-72.68844
Branch School (historical),VT,43.92812,-72.884
Brandon,VT,43.79812,-73.08761
Bread Loaf,VT,43.9534,-72.99261
Brattleboro,VT,42.85092,-72.55787
Brewers Corner,VT,43.61923,-72.87677
Bridgewater,VT,43.58812,-72.6251
Bridgewater Center,VT,43.61646,-72.65926
Bridgewater Corners,VT,43.5884,-72.65593
Bristol,VT,44.13339,-73.07901
Brimstone Corner,VT,43.93785,-72.26565
Brockways Mills,VT,43.20702,-72.5162
Bromley Village,VT,43.21202,-72.94316
Brookfield,VT,44.04229,-72.60344
Brookfield Center,VT,44.02034,-72.60455
Brookline,VT,43.03175,-72.60148
Brookside,VT,44.59366,-73.04208
Brookside Trailer Park,VT,43.59368,-72.96427
Brooksville,VT,44.06561,-73.1729
Brookwood Estates,VT,43.6134,-72.93205
Brownington Village,VT,44.83088,-72.17177
Brownington Center,VT,44.82283,-72.14816
Browns Mill,VT,44.68561,-71.63453
Browns Corners,VT,44.96838,-72.96874
Brownsville,VT,43.46868,-72.47092
Brunswick Springs,VT,44.73644,-71.63231
Bullthroat,VT,44.66394,-71.64842
Burke Hollow,VT,44.62255,-71.94954
Burlington,VT,44.47588,-73.21207
Burnham Hollow,VT,43.48424,-73.14733
Butlers Corners,VT,44.51033,-73.08402
Butternut,VT,43.37535,-73.20233
Cabot,VT,44.40145,-72.31232
Cadys Falls,VT,44.57811,-72.61178
Cambridge,VT,44.64477,-72.87624
Cambridge Junction,VT,44.64922,-72.81346
Cambridgeport,VT,43.15147,-72.56037
Camp Brook,VT,43.85034,-72.69316
Camp Grounds,VT,44.90893,-72.88347
Camp Maquam,VT,44.90282,-73.16569
Campbell Corner,VT,43.83368,-72.31093
Campbells Corner,VT,44.59172,-72.33149
Canaan,VT,44.99616,-71.53842
Castleton Corners,VT,43.6084,-73.20789
Catlinsburg (historical),VT,44.48088,-73.18957
Cavendish,VT,43.38202,-72.60815
Cavendish Center,VT,43.41007,-72.60565
Cedar Beach,VT,44.29172,-73.3029
Center Rutland,VT,43.60451,-73.0115
Centertown,VT,43.6609,-72.3812
Centerville,VT,44.61922,-72.58623
Charlotte,VT,44.30977,-73.26096
Chasanna Acres,VT,43.64312,-72.95983
Chateauguay,VT,43.66035,-72.69482
Checkerberry Village,VT,44.62921,-73.14402
Chelsea,VT,43.98979,-72.4476
Chester,VT,43.26285,-72.59509
Chimney Corner,VT,44.5881,-73.16624
Chimney Point,VT,44.03617,-73.41818
Chippenhook,VT,43.5184,-73.01399
Chiselville,VT,43.07119,-73.13455
Chittenden,VT,43.70784,-72.94816
Clarendon,VT,43.51618,-72.96983
Clarendon Springs,VT,43.54785,-73.02233
Cleveland Corners,VT,44.59366,-72.56261
Cloverdale,VT,44.60644,-72.93124
Colbyville,VT,44.35033,-72.74234
Colchester,VT,44.54394,-73.14791
Cold River,VT,43.53951,-72.8751
Cold Spring,VT,43.67145,-73.40678
Coleman Corner,VT,44.25866,-73.22179
Coles Corner,VT,44.49367,-72.0576
Colonial Estates,VT,43.65451,-72.96705
Concord,VT,44.42895,-71.89009
Concord Corner,VT,44.40145,-71.86148
Cookville,VT,44.02368,-72.28982
Copper Flat,VT,43.83507,-72.33398
Copperfield (historical),VT,43.90979,-72.28732
Corinth Corner,VT,44.02229,-72.27259
Corinth Corners,VT,44.01007,-72.34899
Cornwall,VT,43.96089,-73.2104
Countryside Estates,VT,43.64285,-72.97205
Coventry,VT,44.8656,-72.26483
Cozy Corner,VT,44.62366,-73.11791
Cozy Meadow Mobile Home Park,VT,42.80008,-73.22011
Craftsbury,VT,44.63672,-72.37261
Craftsbury Common,VT,44.65422,-72.38205
Cream Hill,VT,43.93145,-73.33984
Crystal Beach,VT,43.65951,-73.19011
Cuttingsville,VT,43.48817,-72.8809
Damon Crossing,VT,44.52783,-71.81843
Danby,VT,43.34618,-72.99538
Danby Four Corners,VT,43.3548,-73.04677
Danville,VT,44.41117,-72.13926
Danville Center,VT,44.42006,-72.12038
Derby Center,VT,44.94782,-72.13288
Derby Line,VT,45.00505,-72.09899
Deweys Mills,VT,43.64146,-72.40509
Dorset,VT,43.2548,-73.09872
Dothan,VT,43.69729,-72.34315
Dover,VT,42.94369,-72.80399
Dowdey Corner,VT,43.89145,-72.62705
Downers,VT,43.40035,-72.51426
Downingville,VT,44.13311,-72.98234
Dows Crossing,VT,44.50089,-72.28677
Dowsville,VT,44.27256,-72.82428
Dummerston Center,VT,42.93675,-72.57231
Durgy Hill Heights,VT,43.6109,-73.04789
Duxbury,VT,44.327,-72.75262
East Albany,VT,44.73116,-72.31622
East Alburg,VT,44.9731,-73.22957
East Arlington,VT,43.06036,-73.14066
East Barnard,VT,43.7459,-72.54287
East Barnet Inwood Station,VT,44.32673,-72.03759
East Barre,VT,44.15812,-72.45038
East Berkshire,VT,44.93532,-72.7093
East Bethel,VT,43.8734,-72.58427
East Braintree,VT,43.9959,-72.65149
East Brighton,VT,44.78588,-71.80704
East Brookfield,VT,44.02756,-72.57149
East Brownington,VT,44.80088,-72.08565
East Burke,VT,44.58922,-71.94037
East Cabot,VT,44.38978,-72.25121
East Calais,VT,44.36645,-72.42983
East Charleston,VT,44.8381,-71.98954
East Charlotte,VT,44.31977,-73.18874
East Clarendon,VT,43.52479,-72.93899
East Concord,VT,44.42478,-71.7537
East Corinth,VT,44.06395,-72.22232
East Craftsbury,VT,44.64255,-72.34316
East Dorset,VT,43.2398,-73.00927
East Dover,VT,42.95119,-72.76898
East Dummerston,VT,42.9323,-72.55315
East Enosburg,VT,44.8631,-72.73624
East Fairfield,VT,44.78449,-72.85847
East Fletcher,VT,44.7131,-72.83791
East Franklin,VT,44.99616,-72.83208
East Georgia,VT,44.68005,-73.08319
East Granville,VT,44.01701,-72.75955
East Hardwick,VT,44.52172,-72.30872
East Haven,VT,44.66422,-71.88843
East Highgate,VT,44.92727,-72.98791
East Hubbardton,VT,43.69312,-73.13817
East Jamaica,VT,43.07397,-72.73482
East Johnson,VT,44.64005,-72.66151
East Kansas,VT,43.05786,-73.11844
East Lyndon,VT,44.51978,-71.95787
East Middlebury,VT,43.97339,-73.10623
East Monkton,VT,44.20894,-73.11457
East Montpelier,VT,44.27117,-72.48705
East Montpelier Center,VT,44.28367,-72.52539
East Orange,VT,44.09479,-72.34149
East Greensboro,VT,44.57144,-72.25066
East Peacham,VT,44.33811,-72.15732
East Pittsford,VT,43.67118,-72.94288
East Poultney,VT,43.52646,-73.20455
East Putney,VT,42.99397,-72.48342
East Randolph,VT,43.94007,-72.5551
East Richford,VT,45.01116,-72.58596
East Roxbury,VT,44.07979,-72.65177
East Rupert,VT,43.27313,-73.12511
East Ryegate,VT,44.20506,-72.0612
East Saint Johnsbury,VT,44.43867,-71.94565
East Sheldon,VT,44.89893,-72.87402
East Shoreham,VT,43.86034,-73.25289
East Thetford,VT,43.81174,-72.1887
East Topsham,VT,44.12118,-72.23287
East Wallingford,VT,43.44952,-72.87593
East Warren,VT,44.10951,-72.81984
East Wells,VT,43.42174,-73.14122
Eastridge Acres,VT,43.6109,-72.93149
Ecole Champlain,VT,44.24172,-73.29651
Eden,VT,44.70727,-72.54567
Eden Mills,VT,44.71338,-72.53011
Edgewater,VT,44.32367,-72.33427
Egypt,VT,44.57422,-71.98732
Ely,VT,43.87646,-72.17648
Emerson,VT,43.8409,-72.79705
Enosburg Center,VT,44.88338,-72.75486
Enosburg Falls,VT,44.90699,-72.80652
Essex Center,VT,44.51199,-73.05957
Essex Junction,VT,44.49061,-73.11096
Evansville,VT,44.8031,-72.13038
Ewells Mills,VT,44.36006,-72.17149
Fairfax,VT,44.66533,-73.00875
Fairfax Falls,VT,44.65033,-72.98791
Fairfield,VT,44.80199,-72.94569
Fair Haven,VT,43.59479,-73.26567
Fairlee,VT,43.90757,-72.14342
Fairview Village,VT,42.84036,-72.56648
Farmingdale,VT,43.96478,-73.13512
Fays Corner,VT,44.40172,-73.04124
Fayville,VT,43.00619,-73.11149
Felchville,VT,43.45646,-72.53787
Fernville,VT,43.8609,-73.06789
Ferrisburgh,VT,44.20561,-73.24623
Fieldsville,VT,43.53868,-72.44343
Fletcher,VT,44.68338,-72.91375
Florence,VT,43.71645,-73.0615
Folsom,VT,44.58422,-71.98037
Fonda,VT,44.87143,-73.09763
Forest Dale,VT,43.82784,-73.05372
Forest Farms,VT,43.12785,-72.87704
Foxville,VT,44.13728,-72.48233
Franklin,VT,44.98199,-72.91624
Freedleyville,VT,43.25757,-73.00788
French Hollow,VT,43.17924,-72.88177
Gallup Mills,VT,44.57505,-71.78426
Garfield,VT,44.60255,-72.53622
Gassetts,VT,43.32452,-72.60676
Gaysville,VT,43.7784,-72.69899
Gebbie Corner,VT,44.632,-72.28483
Georgia Center,VT,44.72755,-73.11764
Georgia Plains,VT,44.72116,-73.16402
Gilberts Tannery,VT,44.86255,-72.76013
Gilman,VT,44.41228,-71.72231
Glastenbury,VT,43.00036,-73.08288
Glover,VT,44.70694,-72.18691
Goodrich Corner,VT,44.09644,-73.37901
Goodrich Four Corners,VT,43.75507,-72.27926
Goose City,VT,42.96119,-72.79148
Gordon Landing,VT,44.68865,-73.3468
Gorhamtown,VT,43.57285,-73.19066
Goshen,VT,43.84951,-73.02206
Goslants Mill,VT,44.4645,-72.21927
Goulds Mill,VT,43.27119,-72.44926
Grafton,VT,43.17174,-72.6062
Grahamsville,VT,43.41979,-72.70676
Granby,VT,44.57061,-71.7587
Grand Isle,VT,44.72254,-73.29235
Grand Isle Station,VT,44.7006,-73.3293
Grandview Acres,VT,43.61229,-72.94316
Grangerville,VT,43.7234,-73.00566
Graniteville,VT,44.15117,-72.49288
Granville,VT,43.98479,-72.84622
Green Acres,VT,43.62451,-72.93983
Green Bay,VT,44.30478,-72.20232
Green River,VT,42.77592,-72.66815
Greenbank Hollow,VT,44.37728,-72.12121
Greenbush,VT,43.41702,-72.51787
Greens Corners,VT,44.86032,-73.03236
Greensboro,VT,44.57644,-72.29566
Greensboro Bend,VT,44.54894,-72.26483
Groton,VT,44.21034,-72.19537
Grove,VT,42.75286,-72.71009
Guildhall,VT,44.56506,-71.55981
Guilford,VT,42.81786,-72.57648
Guilford Center,VT,42.7923,-72.62481
Haines Manor,VT,43.17341,-73.04288
Halifax,VT,42.7698,-72.74537
Hammondsville,VT,43.49035,-72.55315
Hancock,VT,43.92618,-72.84122
Hanksville,VT,44.24783,-72.96206
Hardscrabble Corner,VT,43.26174,-72.47592
Hardwick,VT,44.50478,-72.36816
Hardwick Center,VT,44.52978,-72.33705
Hardwick Street,VT,44.54978,-72.29955
Harmonyville,VT,43.03841,-72.66259
Harrisville,VT,42.81564,-72.74232
Hartland,VT,43.54063,-72.39898
Hartland Four Corners,VT,43.54646,-72.42454
Hartwellville,VT,44.64672,-71.89315
Hartford,VT,43.66063,-72.33842
Harvey Hollow,VT,44.38339,-72.14343
Healdville,VT,43.43146,-72.76565
Heartwellville,VT,42.8298,-72.9876
Hectorville,VT,44.83838,-72.60845
Hewitts Corners,VT,43.7234,-72.49871
Hidden Valley,VT,43.00091,-73.19622
Highgate Center,VT,44.93893,-73.04346
Highgate Falls,VT,44.92754,-73.04985
Highgate Springs,VT,44.97949,-73.10541
Hill Farm Estates,VT,44.81116,-73.0668
Hinesburg,VT,44.32922,-73.11068
Holland,VT,44.96862,-72.00302
Hortonia,VT,43.74534,-73.22317
Hortonville,VT,43.46979,-72.80482
Hough Crossing,VT,43.82645,-73.31762
Houghtonville,VT,43.19841,-72.64732
Hubbard Corner,VT,44.74644,-73.11292
Hubbardton,VT,43.70729,-73.18428
Huntington Center,VT,44.297,-72.96762
Huntington,VT,44.32533,-72.98734
Huntsville,VT,44.69977,-72.98403
Hutchins,VT,44.85949,-72.60984
Hyde Manor,VT,43.7834,-73.20261
Hyde Park,VT,44.59394,-72.61651
Hydeville,VT,43.60562,-73.22817
Intervale,VT,43.14424,-72.88871
Ira,VT,43.53451,-73.06205
Irasburg,VT,44.80338,-72.27955
Irasville,VT,44.18145,-72.84039
Island Pond,VT,44.81477,-71.88037
Isle La Motte,VT,44.87699,-73.33874
Ithiel Falls,VT,44.64922,-72.72457
Jacksonville,VT,42.79703,-72.82176
Jackson Corner,VT,44.08729,-72.51705
Jamaica,VT,43.10036,-72.77843
Jay,VT,44.94755,-72.43705
Jeffersonville,VT,44.64394,-72.82929
Jenneville,VT,43.53451,-72.48926
Jericho,VT,43.70285,-72.37315
Jerusalem,VT,44.16978,-72.9704
Jericho Center,VT,44.46894,-72.97235
Johnson,VT,44.63561,-72.6804
Jonesville,VT,44.38394,-72.93762
Kansas,VT,43.05786,-73.13094
Keeler Bay,VT,44.65986,-73.32147
Kendricks Corner,VT,43.34563,-72.5212
Kennedy Corners,VT,44.01534,-72.4301
Kents Corners,VT,44.36867,-72.48511
Killington Heights,VT,43.60479,-72.94316
Killington Village,VT,43.64007,-72.79344
Killington,VT,43.67757,-72.77982
Kirby Corner,VT,44.45505,-73.12318
Lake Dunmore,VT,43.90895,-73.08706
Lake Elmore,VT,44.54255,-72.52539
Lake Park,VT,44.99449,-72.19427
Lakeside,VT,44.25173,-72.26232
Lanesboro,VT,44.30728,-72.31121
Leicester,VT,43.86673,-73.10789
Leicester Junction,VT,43.8559,-73.15039
Lennington,VT,44.8581,-71.55092
Lewiston,VT,43.70396,-72.30009
Lilliesville,VT,43.81951,-72.69399
Lincoln,VT,44.10589,-72.99706
Lindsay Beach,VT,44.97088,-72.18871
Londonderry,VT,43.22646,-72.80649
Lost Nation,VT,44.697,-71.8437
Lowell,VT,44.79921,-72.44817
Lower Cabot,VT,44.39033,-72.3326
Lower Granville,VT,43.9684,-72.84289
Lower Village,VT,44.45617,-72.69428
Lower Waterford,VT,44.3545,-71.90704
Lower Websterville,VT,44.16812,-72.47816
Ludlow,VT,43.39591,-72.70065
Lunenburg,VT,44.46311,-71.68203
Lympus,VT,43.82229,-72.71899
Lyndon,VT,44.51422,-72.01093
Lyndon Center,VT,44.5395,-72.0126
Lyndonville,VT,44.53367,-72.00315
MacIntyre,VT,43.02397,-73.07122
Mackville,VT,44.49005,-72.36816
Maidstone,VT,44.64866,-71.57203
Malletts Bay,VT,44.54449,-73.21541
Manchester,VT,43.16369,-73.07233
Manchester Depot,VT,43.17397,-73.03566
Maple Corner,VT,44.37589,-72.49483
Manchester Center,VT,43.17702,-73.05705
Marlboro,VT,42.85953,-72.72593
Marolin Acres,VT,43.62118,-72.96733
Marshfield,VT,44.35089,-72.35399
McIndoe Falls,VT,44.26145,-72.06259
Mechanicsville,VT,44.34394,-73.1054
Melville Landing,VT,44.76143,-73.16541
Mendon,VT,43.65198,-72.9278
Medburyville,VT,42.87036,-72.92038
Merrill Corner,VT,44.70338,-72.33872
Michigan,VT,43.78951,-72.88483
Middlebury (village),VT,44.01553,-73.16937
Middlesex,VT,44.29284,-72.67928
Middletown,VT,43.28396,-72.7301
Middletown Springs,VT,43.48563,-73.11816
Miles Pond,VT,44.44728,-71.79648
Mill Village,VT,43.96062,-72.29898
Millbrook,VT,43.72451,-72.45621
Milton,VT,44.63977,-73.11041
Miltonboro,VT,44.69671,-73.18708
Moccasin Mill,VT,44.60033,-71.80148
Monkton Boro,VT,44.23755,-73.14401
Monkton Ridge,VT,44.2545,-73.12429
Montgomery,VT,44.90255,-72.63818
Montgomery Center,VT,44.8781,-72.60234
Montpelier,VT,44.26006,-72.57539
Montpelier Junction,VT,44.257,-72.60789
Moretown,VT,44.25089,-72.76095
Morgan,VT,44.91366,-72.01426
Morgan Corners,VT,43.73618,-72.6426
Morgan Center,VT,44.90921,-71.97899
Morristown,VT,44.55727,-72.62373
Morrisville,VT,44.56172,-72.59845
Morses Line,VT,45.01226,-72.97818
Morses Mill,VT,44.58838,-72.79151
Morses Mills,VT,44.38006,-72.09204
Moscow,VT,44.44144,-72.7154
Mosquitoville,VT,44.27034,-72.14398
Mount Holly,VT,43.45229,-72.82482
Mount Holly Heights,VT,43.43785,-72.76732
Mount Pleasant,VT,43.8084,-73.089
Mount Tabor,VT,43.35063,-72.9826
Mountain Home Trailer Park,VT,42.87008,-72.61231
Mountain View Estates,VT,43.66368,-72.994
Nashville,VT,44.452,-72.93846
Neshobe Beach,VT,43.63923,-73.20844
Nevesville,VT,44.45006,-72.2226
New Boston,VT,43.8209,-72.76427
New Haven,VT,44.1245,-73.15373
New Haven Junction,VT,44.12339,-73.18373
New Haven Mills,VT,44.09173,-73.10873
Newark Hollow,VT,44.69977,-71.92898
Newbury,VT,44.07923,-72.05842
Newbury Center,VT,44.12367,-72.14843
Newport,VT,44.93644,-72.2051
Newport Center,VT,44.95088,-72.30649
Newfane,VT,42.98564,-72.65593
North Bennington,VT,42.93036,-73.24261
North Cambridge,VT,44.68699,-72.85708
North Chester,VT,43.27285,-72.58926
North Chittenden,VT,43.74034,-72.97594
North Clarendon,VT,43.56674,-72.96538
North Concord,VT,44.46839,-71.85537
North Danville,VT,44.45895,-72.09399
North Derby,VT,45.0056,-72.17121
North Dorset,VT,43.28396,-73.00233
North Duxbury,VT,44.35839,-72.82901
North Enosburg,VT,44.92032,-72.75736
North Fairfax,VT,44.7606,-73.06208
North Fayston,VT,44.242,-72.83817
North Ferrisburgh,VT,44.2595,-73.21123
North Calais,VT,44.39006,-72.4465
North Hartland,VT,43.59285,-72.35176
North Hero,VT,44.83125,-73.27323
North Hyde Park,VT,44.67061,-72.59817
North Kirby,VT,44.51589,-71.93898
North Landgrove,VT,43.2598,-72.84871
North Montpelier,VT,44.30367,-72.44649
North Moretown,VT,44.32422,-72.74484
North Pawlet,VT,43.38285,-73.204
North Pomfret,VT,43.72285,-72.47982
North Pownal,VT,42.79758,-73.26455
North Randolph,VT,43.97395,-72.55594
North Royalton,VT,43.82729,-72.56649
North Rupert,VT,43.29952,-73.14566
North Sheldon,VT,44.9106,-72.90708
North Sherburne,VT,43.71034,-72.82733
North Shrewsbury,VT,43.52896,-72.82705
North Springfield,VT,43.33285,-72.52537
North Thetford,VT,43.84312,-72.18565
North Troy,VT,44.99449,-72.39983
North Tunbridge,VT,43.91479,-72.47843
North Underhill,VT,44.58533,-72.93235
North Vernon,VT,42.7823,-72.5237
North Walden,VT,44.50505,-72.26316
North Westminster,VT,43.11897,-72.45509
North Williston,VT,44.467,-73.04624
North Windham,VT,43.21758,-72.73982
North Wolcott,VT,44.61116,-72.46039
Northfield,VT,44.15117,-72.6565
Northfield Center,VT,44.13478,-72.66094
Northfield Falls,VT,44.17201,-72.65094
Norton,VT,45.01005,-71.79482
Norwich,VT,43.71535,-72.30787
Notown,VT,43.69507,-72.71816
Nourses Corner,VT,44.55477,-73.19096
Oakland,VT,44.7431,-73.08486
Oakledge Park,VT,44.45311,-73.22957
Olcot Falls Mobile Home Park,VT,43.68146,-72.30787
Old Bennington,VT,42.88341,-73.21344
Old City,VT,43.88035,-72.36787
Orange,VT,44.1484,-72.4026
Orleans,VT,44.81671,-72.23288
Orwell,VT,43.80395,-73.29789
Packer Corner,VT,42.73897,-72.64315
Pages Corner,VT,44.53477,-73.07485
Palmer Corner,VT,44.0045,-73.37318
Panton,VT,44.14867,-73.3404
Paper Mill Village,VT,42.91175,-73.23566
Passumpsic,VT,44.37673,-72.02759
Pawlet,VT,43.34674,-73.17622
Peacham,VT,44.32895,-72.16899
Peacham Corner,VT,44.34006,-72.26843
Peach Four Corners,VT,44.06645,-72.09315
Pearl,VT,44.68754,-73.3268
Perkinsville,VT,43.37368,-72.5137
Perry,VT,44.69616,-72.08621
Peru,VT,43.2298,-72.89788
Peth,VT,43.97006,-72.66788
Pierces Corner,VT,43.54118,-72.95399
Pikes Falls,VT,43.09702,-72.8551
Pinecrest Acres,VT,43.65368,-72.95594
Pinnacle Ridge,VT,43.66007,-72.99844
Piper Crossing,VT,43.96895,-73.16484
Pittsfield,VT,43.77229,-72.81288
Pittsford,VT,43.70673,-73.02816
Plainfield,VT,44.27812,-72.42649
Piper Ridge,VT,43.14897,-72.88649
Pleasant Valley,VT,44.59255,-72.86263
Plymouth,VT,43.5359,-72.72149
Plymouth Union,VT,43.53007,-72.73871
Podunk,VT,43.00869,-72.85871
Point of Pines,VT,43.62284,-73.23067
Pomfret,VT,43.70479,-72.51593
Pompanoosuc,VT,43.75563,-72.23092
Post Mills,VT,43.88562,-72.26065
Poultney,VT,43.51701,-73.23622
Pownal,VT,42.76564,-73.23594
Pownal Center,VT,42.79647,-73.22316
Prindle Corners,VT,44.30144,-73.16179
Proctor,VT,43.66062,-73.03566
Proctorsville,VT,43.38229,-72.63843
Prospect Hill,VT,43.65701,-72.97372
Prosper,VT,43.64924,-72.56037
Pumpkin Hill (historical),VT,44.42284,-72.07704
Putnamville,VT,44.34172,-72.56594
Putney,VT,42.9748,-72.52176
Quechee,VT,43.64618,-72.41843
Queen City Park,VT,44.44338,-73.22013
Ramsey Corner,VT,44.57061,-72.11065
Ralston Corner,VT,44.42923,-71.8337
Randolph,VT,43.92507,-72.66594
Randolph Center,VT,43.9409,-72.6076
